AGE_ADJUSTED_CI_LOWER|AGE_ADJUSTED_CI_UPPER|AGE_ADJUSTED_RATE|COUNT|ICCC_GROUP|POPULATION|AGE|RACE|SEX|YEAR|CRUDE_CI_LOWER|CRUDE_CI_UPPER|CRUDE_RATE
1.5|2.2|1.8|109|I(d) Myelodysplastic syndrome and other myeloproliferative diseases|60628650|0-14|All Races|Male and Female|2003|||
0.7|1.2|0.9|57|I(e) Unspecified and other specified leukemias|60628650|0-14|All Races|Male and Female|2003|||
15.2|17.2|16.2|985|II Lymphomas and reticuloendothelial neoplasms|60628650|0-14|All Races|Male and Female|2003|||
5.3|6.5|5.9|363|II(a) Hodgkin lymphomas|60628650|0-14|All Races|Male and Female|2003|||
5.7|7.0|6.3|384|II(b) Non-Hodgkin lymphomas (except Burkitt lymphoma)|60628650|0-14|All Races|Male and Female|2003|||
2.3|3.1|2.7|162|II(c) Burkitt lymphoma|60628650|0-14|All Races|Male and Female|2003|||
0.9|1.4|1.1|69|II(d) Miscellaneous lymphoreticular neoplasms|60628650|0-14|All Races|Male and Female|2003|||
~|~|~|~|II(e) Unspecified lymphomas|60628650|0-14|All Races|Male and Female|2003|||
31.4|34.3|32.8|1985|III CNS and misc intracranial and intraspinal neoplasms|60628650|0-14|All Races|Male and Female|2003|||
2.1|2.9|2.5|152|III(a) Ependymomas and choroid plexus tumor|60628650|0-14|All Races|Male and Female|2003|||
15.3|17.4|16.3|989|III(b) Astrocytomas|60628650|0-14|All Races|Male and Female|2003|||
6.5|7.9|7.2|434|III(c) Intracranial and intraspinal embryonal tumors|60628650|0-14|All Races|Male and Female|2003|||
5.0|6.2|5.6|338|III(d) Other gliomas|60628650|0-14|All Races|Male and Female|2003|||
0.6|1.1|0.9|52|III(e) Other specified intracranial & intraspinal neoplasms|60628650|0-14|All Races|Male and Female|2003|||
0.2|0.5|0.3|20|III(f) Unspecified intracranial and intraspinal neoplasms|60628650|0-14|All Races|Male and Female|2003|||
9.9|11.6|10.7|653|IV Neuroblastoma and other peripheral nervous cell tumors|60628650|0-14|All Races|Male and Female|2003|||
9.8|11.4|10.6|643|IV(a) Neuroblastoma and ganglioneuroblastoma|60628650|0-14|All Races|Male and Female|2003|||
~|~|~|~|IV(b) Other peripheral nervous cell tumors|60628650|0-14|All Races|Male and Female|2003|||
9.8|11.4|10.6|646|IX Soft tissue and other extraosseous sarcomas|60628650|0-14|All Races|Male and Female|2003|||
4.5|5.7|5.1|307|IX(a) Rhabdomyosarcomas|60628650|0-14|All Races|Male and Female|2003|||
0.8|1.3|1.0|62|IX(b) Fibrosarcomas, peripheral nerve sheath tumors & other fibrous neoplams|60628650|0-14|All Races|Male and Female|2003|||
~|~|~|~|IX(c) Kaposi sarcoma|60628650|0-14|All Races|Male and Female|2003|||
3.1|4.0|3.5|217|IX(d) Other specified soft tissue sarcomas|60628650|0-14|All Races|Male and Female|2003|||
0.7|1.2|0.9|58|IX(e) Unspecified soft tissue sarcomas|60628650|0-14|All Races|Male and Female|2003|||
0.2|0.4|0.3|16|Not classified by ICCC|60628650|0-14|All Races|Male and Female|2003|||
3.6|4.6|4.1|250|V Retinoblastoma|60628650|0-14|All Races|Male and Female|2003|||
7.8|9.3|8.5|516|VI Renal tumors|60628650|0-14|All Races|Male and Female|2003|||
7.4|8.9|8.1|491|VI(a) Nephroblastoma and other nonepithelial renal tumors|60628650|0-14|All Races|Male and Female|2003|||
0.2|0.5|0.3|21|VI(b) Renal carcinomas|60628650|0-14|All Races|Male and Female|2003|||
~|~|~|~|VI(c) Unspecified malignant renal tumors|60628650|0-14|All Races|Male and Female|2003|||
2.1|2.9|2.5|152|VII Hepatic tumors|60628650|0-14|All Races|Male and Female|2003|||
1.7|2.4|2.0|124|VII(a) Hepatoblastoma|60628650|0-14|All Races|Male and Female|2003|||
0.3|0.7|0.5|28|VII(b) Hepatic carcinomas|60628650|0-14|All Races|Male and Female|2003|||
~|~|~|~|VII(c) Unspecified malignant hepatic tumors|60628650|0-14|All Races|Male and Female|2003|||
6.0|7.3|6.6|408|VIII Malignant bone tumors|60628650|0-14|All Races|Male and Female|2003|||
3.2|4.2|3.7|227|VIII(a) Osteosarcomas|60628650|0-14|All Races|Male and Female|2003|||
~|~|~|~|VIII(b) Chondrosarcomas|60628650|0-14|All Races|Male and Female|2003|||
1.9|2.6|2.2|137|VIII(c) Ewing tumor and related sarcomas of bone|60628650|0-14|All Races|Male and Female|2003|||
0.2|0.4|0.3|17|VIII(d) Other specified malignant bone tumors|60628650|0-14|All Races|Male and Female|2003|||
~|~|~|~|VIII(e) Unspecified malignant bone tumors|60628650|0-14|All Races|Male and Female|2003|||
4.5|5.7|5.1|312|X Germ cell, trophoblastic tumors & neoplasms of gonads|60628650|0-14|All Races|Male and Female|2003|||
0.9|1.5|1.2|73|X(a) Intracranial & intraspinal germ cell tumors|60628650|0-14|All Races|Male and Female|2003|||
1.1|1.8|1.4|87|X(b) Malignant extracranial & extragonadal germ cell tumors|60628650|0-14|All Races|Male and Female|2003|||
1.8|2.6|2.2|136|X(c) Malignant gonadal germ cell tumors|60628650|0-14|All Races|Male and Female|2003|||
~|~|~|~|X(d) Gonadal carcinomas|60628650|0-14|All Races|Male and Female|2003|||
~|~|~|~|X(e) Other and unspecified malignant gonadal tumors|60628650|0-14|All Races|Male and Female|2003|||
5.7|7.0|6.3|391|XI Other malignant epithelial neoplasms and malignant melanomas|60628650|0-14|All Races|Male and Female|2003|||
~|~|~|~|XI(a) Adrenocortical carcinomas|60628650|0-14|All Races|Male and Female|2003|||
1.8|2.6|2.2|134|XI(b) Thyroid carcinomas|60628650|0-14|All Races|Male and Female|2003|||
~|~|~|~|XI(c) Nasopharyngeal carcinomas|60628650|0-14|All Races|Male and Female|2003|||
1.6|2.3|1.9|118|XI(d) Malignant melanomas|60628650|0-14|All Races|Male and Female|2003|||
~|~|~|~|XI(e) Skin carcinomas|60628650|0-14|All Races|Male and Female|2003|||
1.5|2.2|1.8|112|XI(f) Other and unspecified carcinomas|60628650|0-14|All Races|Male and Female|2003|||
0.6|1.0|0.8|48|XII Other and unspecified malignant neoplasms|60628650|0-14|All Races|Male and Female|2003|||
0.2|0.5|0.3|20|XII(a) Other specified malignant tumors|60628650|0-14|All Races|Male and Female|2003|||
0.3|0.7|0.5|28|XII(b) Other unspecified malignant tumors|60628650|0-14|All Races|Male and Female|2003|||
156.7|163.1|159.9|9740|All ICCC Groups Combined|60651802|0-14|All Races|Male and Female|2004|||
49.3|52.9|51.1|3098|I Leukemias, myeloproliferative & myelodysplastic diseases|60651802|0-14|All Races|Male and Female|2004|||
37.2|40.3|38.7|2344|I(a) Lymphoid leukemias|60651802|0-14|All Races|Male and Female|2004|||
7.2|8.7|7.9|484|I(b) Acute myeloid leukemias|60651802|0-14|All Races|Male and Female|2004|||
1.2|1.9|1.5|93|I(c) Chronic myeloproliferative diseases|60651802|0-14|All Races|Male and Female|2004|||
1.2|1.9|1.5|93|I(d) Myelodysplastic syndrome and other myeloproliferative diseases|60651802|0-14|All Races|Male and Female|2004|||
1.1|1.7|1.4|84|I(e) Unspecified and other specified leukemias|60651802|0-14|All Races|Male and Female|2004|||
15.1|17.1|16.1|982|II Lymphomas and reticuloendothelial neoplasms|60651802|0-14|All Races|Male and Female|2004|||
4.7|5.9|5.3|324|II(a) Hodgkin lymphomas|60651802|0-14|All Races|Male and Female|2004|||
6.2|7.6|6.9|419|II(b) Non-Hodgkin lymphomas (except Burkitt lymphoma)|60651802|0-14|All Races|Male and Female|2004|||
2.1|2.9|2.4|147|II(c) Burkitt lymphoma|60651802|0-14|All Races|Male and Female|2004|||
1.0|1.6|1.3|80|II(d) Miscellaneous lymphoreticular neoplasms|60651802|0-14|All Races|Male and Female|2004|||
~|~|~|~|II(e) Unspecified lymphomas|60651802|0-14|All Races|Male and Female|2004|||
33.6|36.6|35.1|2122|III CNS and misc intracranial and intraspinal neoplasms|60651802|0-14|All Races|Male and Female|2004|||
2.6|3.4|3.0|181|III(a) Ependymomas and choroid plexus tumor|60651802|0-14|All Races|Male and Female|2004|||
16.5|18.6|17.5|1060|III(b) Astrocytomas|60651802|0-14|All Races|Male and Female|2004|||
7.1|8.5|7.8|472|III(c) Intracranial and intraspinal embryonal tumors|60651802|0-14|All Races|Male and Female|2004|||
4.8|6.0|5.4|325|III(d) Other gliomas|60651802|0-14|All Races|Male and Female|2004|||
0.6|1.1|0.8|49|III(e) Other specified intracranial & intraspinal neoplasms|60651802|0-14|All Races|Male and Female|2004|||
0.4|0.8|0.6|35|III(f) Unspecified intracranial and intraspinal neoplasms|60651802|0-14|All Races|Male and Female|2004|||
10.2|11.9|11.0|677|IV Neuroblastoma and other peripheral nervous cell tumors|60651802|0-14|All Races|Male and Female|2004|||
10.0|11.7|10.8|662|IV(a) Neuroblastoma and ganglioneuroblastoma|60651802|0-14|All Races|Male and Female|2004|||
~|~|~|~|IV(b) Other peripheral nervous cell tumors|60651802|0-14|All Races|Male and Female|2004|||
9.8|11.5|10.6|649|IX Soft tissue and other extraosseous sarcomas|60651802|0-14|All Races|Male and Female|2004|||
4.1|5.2|4.7|283|IX(a) Rhabdomyosarcomas|60651802|0-14|All Races|Male and Female|2004|||
1.0|1.5|1.2|76|IX(b) Fibrosarcomas, peripheral nerve sheath tumors & other fibrous neoplams|60651802|0-14|All Races|Male and Female|2004|||
~|~|~|~|IX(c) Kaposi sarcoma|60651802|0-14|All Races|Male and Female|2004|||
3.2|4.2|3.7|225|IX(d) Other specified soft tissue sarcomas|60651802|0-14|All Races|Male and Female|2004|||
0.8|1.3|1.0|63|IX(e) Unspecified soft tissue sarcomas|60651802|0-14|All Races|Male and Female|2004|||
~|~|~|~|Not classified by ICCC|60651802|0-14|All Races|Male and Female|2004|||
3.8|4.9|4.3|266|V Retinoblastoma|60651802|0-14|All Races|Male and Female|2004|||
7.4|8.9|8.1|494|VI Renal tumors|60651802|0-14|All Races|Male and Female|2004|||
7.1|8.5|7.8|471|VI(a) Nephroblastoma and other nonepithelial renal tumors|60651802|0-14|All Races|Male and Female|2004|||
0.2|0.6|0.4|23|VI(b) Renal carcinomas|60651802|0-14|All Races|Male and Female|2004|||
~|~|~|~|VI(c) Unspecified malignant renal tumors|60651802|0-14|All Races|Male and Female|2004|||
2.3|3.1|2.7|164|VII Hepatic tumors|60651802|0-14|All Races|Male and Female|2004|||
2.0|2.8|2.3|144|VII(a) Hepatoblastoma|60651802|0-14|All Races|Male and Female|2004|||
~|~|~|~|VII(b) Hepatic carcinomas|60651802|0-14|All Races|Male and Female|2004|||
~|~|~|~|VII(c) Unspecified malignant hepatic tumors|60651802|0-14|All Races|Male and Female|2004|||
6.5|7.8|7.1|437|VIII Malignant bone tumors|60651802|0-14|All Races|Male and Female|2004|||
3.6|4.7|4.1|253|VIII(a) Osteosarcomas|60651802|0-14|All Races|Male and Female|2004|||
0.2|0.4|0.3|17|VIII(b) Chondrosarcomas|60651802|0-14|All Races|Male and Female|2004|||
2.0|2.8|2.3|144|VIII(c) Ewing tumor and related sarcomas of bone|60651802|0-14|All Races|Male and Female|2004|||
0.2|0.5|0.3|18|VIII(d) Other specified malignant bone tumors|60651802|0-14|All Races|Male and Female|2004|||
~|~|~|~|VIII(e) Unspecified malignant bone tumors|60651802|0-14|All Races|Male and Female|2004|||
5.0|6.2|5.6|347|X Germ cell, trophoblastic tumors & neoplasms of gonads|60651802|0-14|All Races|Male and Female|2004|||
1.3|1.9|1.6|96|X(a) Intracranial & intraspinal germ cell tumors|60651802|0-14|All Races|Male and Female|2004|||
1.1|1.7|1.3|83|X(b) Malignant extracranial & extragonadal germ cell tumors|60651802|0-14|All Races|Male and Female|2004|||
2.0|2.8|2.4|148|X(c) Malignant gonadal germ cell tumors|60651802|0-14|All Races|Male and Female|2004|||
~|~|~|~|X(d) Gonadal carcinomas|60651802|0-14|All Races|Male and Female|2004|||
~|~|~|~|X(e) Other and unspecified malignant gonadal tumors|60651802|0-14|All Races|Male and Female|2004|||
6.6|8.0|7.3|447|XI Other malignant epithelial neoplasms and malignant melanomas|60651802|0-14|All Races|Male and Female|2004|||
0.2|0.4|0.3|16|XI(a) Adrenocortical carcinomas|60651802|0-14|All Races|Male and Female|2004|||
2.2|3.0|2.6|160|XI(b) Thyroid carcinomas|60651802|0-14|All Races|Male and Female|2004|||
0.2|0.6|0.4|24|XI(c) Nasopharyngeal carcinomas|60651802|0-14|All Races|Male and Female|2004|||
2.1|2.9|2.5|154|XI(d) Malignant melanomas|60651802|0-14|All Races|Male and Female|2004|||
~|~|~|~|XI(e) Skin carcinomas|60651802|0-14|All Races|Male and Female|2004|||
1.1|1.7|1.4|87|XI(f) Other and unspecified carcinomas|60651802|0-14|All Races|Male and Female|2004|||
0.5|0.9|0.7|43|XII Other and unspecified malignant neoplasms|60651802|0-14|All Races|Male and Female|2004|||
0.2|0.5|0.3|18|XII(a) Other specified malignant tumors|60651802|0-14|All Races|Male and Female|2004|||
0.3|0.6|0.4|25|XII(b) Other unspecified malignant tumors|60651802|0-14|All Races|Male and Female|2004|||
152.5|158.8|155.7|9472|All ICCC Groups Combined|60519046|0-14|All Races|Male and Female|2005|||
47.4|51.0|49.2|2986|I Leukemias, myeloproliferative & myelodysplastic diseases|60519046|0-14|All Races|Male and Female|2005|||
35.9|39.0|37.4|2269|I(a) Lymphoid leukemias|60519046|0-14|All Races|Male and Female|2005|||
6.6|8.0|7.3|445|I(b) Acute myeloid leukemias|60519046|0-14|All Races|Male and Female|2005|||
1.1|1.7|1.4|86|I(c) Chronic myeloproliferative diseases|60519046|0-14|All Races|Male and Female|2005|||
1.3|2.0|1.6|100|I(d) Myelodysplastic syndrome and other myeloproliferative diseases|60519046|0-14|All Races|Male and Female|2005|||
1.1|1.7|1.4|86|I(e) Unspecified and other specified leukemias|60519046|0-14|All Races|Male and Female|2005|||
15.6|17.7|16.6|1012|II Lymphomas and reticuloendothelial neoplasms|60519046|0-14|All Races|Male and Female|2005|||
5.3|6.5|5.9|359|II(a) Hodgkin lymphomas|60519046|0-14|All Races|Male and Female|2005|||
5.8|7.1|6.4|391|II(b) Non-Hodgkin lymphomas (except Burkitt lymphoma)|60519046|0-14|All Races|Male and Female|2005|||
2.2|3.0|2.6|155|II(c) Burkitt lymphoma|60519046|0-14|All Races|Male and Female|2005|||
1.2|1.9|1.5|93|II(d) Miscellaneous lymphoreticular neoplasms|60519046|0-14|All Races|Male and Female|2005|||
~|~|~|~|II(e) Unspecified lymphomas|60519046|0-14|All Races|Male and Female|2005|||
31.4|34.3|32.8|1983|III CNS and misc intracranial and intraspinal neoplasms|60519046|0-14|All Races|Male and Female|2005|||
2.9|3.8|3.3|200|III(a) Ependymomas and choroid plexus tumor|60519046|0-14|All Races|Male and Female|2005|||
15.4|17.5|16.5|996|III(b) Astrocytomas|60519046|0-14|All Races|Male and Female|2005|||
6.3|7.6|6.9|418|III(c) Intracranial and intraspinal embryonal tumors|60519046|0-14|All Races|Male and Female|2005|||
4.5|5.7|5.1|305|III(d) Other gliomas|60519046|0-14|All Races|Male and Female|2005|||
0.4|0.8|0.6|35|III(e) Other specified intracranial & intraspinal neoplasms|60519046|0-14|All Races|Male and Female|2005|||
0.3|0.7|0.5|29|III(f) Unspecified intracranial and intraspinal neoplasms|60519046|0-14|All Races|Male and Female|2005|||
11.0|12.7|11.8|727|IV Neuroblastoma and other peripheral nervous cell tumors|60519046|0-14|All Races|Male and Female|2005|||
10.8|12.6|11.7|718|IV(a) Neuroblastoma and ganglioneuroblastoma|60519046|0-14|All Races|Male and Female|2005|||
~|~|~|~|IV(b) Other peripheral nervous cell tumors|60519046|0-14|All Races|Male and Female|2005|||
9.8|11.5|10.6|646|IX Soft tissue and other extraosseous sarcomas|60519046|0-14|All Races|Male and Female|2005|||
4.7|5.9|5.3|321|IX(a) Rhabdomyosarcomas|60519046|0-14|All Races|Male and Female|2005|||
0.9|1.4|1.1|69|IX(b) Fibrosarcomas, peripheral nerve sheath tumors & other fibrous neoplams|60519046|0-14|All Races|Male and Female|2005|||
~|~|~|~|IX(c) Kaposi sarcoma|60519046|0-14|All Races|Male and Female|2005|||
2.9|3.8|3.3|205|IX(d) Other specified soft tissue sarcomas|60519046|0-14|All Races|Male and Female|2005|||
0.6|1.1|0.8|49|IX(e) Unspecified soft tissue sarcomas|60519046|0-14|All Races|Male and Female|2005|||
0.2|0.5|0.3|19|Not classified by ICCC|60519046|0-14|All Races|Male and Female|2005|||
3.4|4.4|3.9|240|V Retinoblastoma|60519046|0-14|All Races|Male and Female|2005|||
7.5|9.0|8.2|501|VI Renal tumors|60519046|0-14|All Races|Male and Female|2005|||
7.2|8.6|7.8|478|VI(a) Nephroblastoma and other nonepithelial renal tumors|60519046|0-14|All Races|Male and Female|2005|||
0.2|0.5|0.3|19|VI(b) Renal carcinomas|60519046|0-14|All Races|Male and Female|2005|||
~|~|~|~|VI(c) Unspecified malignant renal tumors|60519046|0-14|All Races|Male and Female|2005|||
2.0|2.8|2.4|145|VII Hepatic tumors|60519046|0-14|All Races|Male and Female|2005|||
1.6|2.3|1.9|116|VII(a) Hepatoblastoma|60519046|0-14|All Races|Male and Female|2005|||
0.3|0.6|0.4|27|VII(b) Hepatic carcinomas|60519046|0-14|All Races|Male and Female|2005|||
~|~|~|~|VII(c) Unspecified malignant hepatic tumors|60519046|0-14|All Races|Male and Female|2005|||
6.2|7.5|6.8|415|VIII Malignant bone tumors|60519046|0-14|All Races|Male and Female|2005|||
3.3|4.2|3.7|227|VIII(a) Osteosarcomas|60519046|0-14|All Races|Male and Female|2005|||
~|~|~|~|VIII(b) Chondrosarcomas|60519046|0-14|All Races|Male and Female|2005|||
2.0|2.8|2.4|147|VIII(c) Ewing tumor and related sarcomas of bone|60519046|0-14|All Races|Male and Female|2005|||
0.2|0.5|0.3|20|VIII(d) Other specified malignant bone tumors|60519046|0-14|All Races|Male and Female|2005|||
~|~|~|~|VIII(e) Unspecified malignant bone tumors|60519046|0-14|All Races|Male and Female|2005|||
4.9|6.1|5.5|338|X Germ cell, trophoblastic tumors & neoplasms of gonads|60519046|0-14|All Races|Male and Female|2005|||
1.1|1.7|1.4|83|X(a) Intracranial & intraspinal germ cell tumors|60519046|0-14|All Races|Male and Female|2005|||
1.3|2.0|1.6|100|X(b) Malignant extracranial & extragonadal germ cell tumors|60519046|0-14|All Races|Male and Female|2005|||
1.9|2.6|2.2|138|X(c) Malignant gonadal germ cell tumors|60519046|0-14|All Races|Male and Female|2005|||
~|~|~|~|X(d) Gonadal carcinomas|60519046|0-14|All Races|Male and Female|2005|||
~|~|~|~|X(e) Other and unspecified malignant gonadal tumors|60519046|0-14|All Races|Male and Female|2005|||
6.3|7.6|6.9|424|XI Other malignant epithelial neoplasms and malignant melanomas|60519046|0-14|All Races|Male and Female|2005|||
~|~|~|~|XI(a) Adrenocortical carcinomas|60519046|0-14|All Races|Male and Female|2005|||
1.8|2.6|2.2|135|XI(b) Thyroid carcinomas|60519046|0-14|All Races|Male and Female|2005|||
~|~|~|~|XI(c) Nasopharyngeal carcinomas|60519046|0-14|All Races|Male and Female|2005|||
2.1|2.9|2.4|149|XI(d) Malignant melanomas|60519046|0-14|All Races|Male and Female|2005|||
~|~|~|~|XI(e) Skin carcinomas|60519046|0-14|All Races|Male and Female|2005|||
1.6|2.3|1.9|117|XI(f) Other and unspecified carcinomas|60519046|0-14|All Races|Male and Female|2005|||
0.4|0.8|0.6|36|XII Other and unspecified malignant neoplasms|60519046|0-14|All Races|Male and Female|2005|||
0.2|0.5|0.3|19|XII(a) Other specified malignant tumors|60519046|0-14|All Races|Male and Female|2005|||
0.2|0.5|0.3|17|XII(b) Other unspecified malignant tumors|60519046|0-14|All Races|Male and Female|2005|||
155.2|161.5|158.3|9637|All ICCC Groups Combined|60516709|0-14|All Races|Male and Female|2006|||
49.7|53.3|51.5|3131|I Leukemias, myeloproliferative & myelodysplastic diseases|60516709|0-14|All Races|Male and Female|2006|||
37.3|40.4|38.8|2356|I(a) Lymphoid leukemias|60516709|0-14|All Races|Male and Female|2006|||
7.2|8.6|7.9|481|I(b) Acute myeloid leukemias|60516709|0-14|All Races|Male and Female|2006|||
1.4|2.1|1.7|105|I(c) Chronic myeloproliferative diseases|60516709|0-14|All Races|Male and Female|2006|||
1.4|2.1|1.7|106|I(d) Myelodysplastic syndrome and other myeloproliferative diseases|60516709|0-14|All Races|Male and Female|2006|||
1.1|1.7|1.4|83|I(e) Unspecified and other specified leukemias|60516709|0-14|All Races|Male and Female|2006|||
15.7|17.8|16.7|1016|II Lymphomas and reticuloendothelial neoplasms|60516709|0-14|All Races|Male and Female|2006|||
5.5|6.8|6.1|373|II(a) Hodgkin lymphomas|60516709|0-14|All Races|Male and Female|2006|||
5.8|7.1|6.5|391|II(b) Non-Hodgkin lymphomas (except Burkitt lymphoma)|60516709|0-14|All Races|Male and Female|2006|||
