AGE|AGE_ADJUSTED_CI_LOWER|AGE_ADJUSTED_CI_UPPER|AGE_ADJUSTED_RATE|BEHAVIOR|COUNT|POPULATION|SEX|SITE|YEAR|CRUDE_CI_LOWER|CRUDE_CI_UPPER|CRUDE_RATE
0-19|0.1|0.2|0.1|Malignant|53|39865121|Female|Glioblastoma|2004|0.1|0.2|0.1
0-19|~|~|~|Benign/Borderline|~|39998876|Female|Glioblastoma|2005|~|~|~
0-19|0.1|0.1|0.1|Malignant|39|39998876|Female|Glioblastoma|2005|0.1|0.1|0.1
0-19|~|~|~|Benign/Borderline|~|40165421|Female|Glioblastoma|2006|~|~|~
0-19|0.1|0.1|0.1|Malignant|44|40165421|Female|Glioblastoma|2006|0.1|0.1|0.1
0-19|~|~|~|Benign/Borderline|~|40382360|Female|Glioblastoma|2007|~|~|~
0-19|0.1|0.2|0.1|Malignant|60|40382360|Female|Glioblastoma|2007|0.1|0.2|0.1
0-19|~|~|~|Benign/Borderline|~|40576293|Female|Glioblastoma|2008|~|~|~
0-19|0.1|0.2|0.2|Malignant|62|40576293|Female|Glioblastoma|2008|0.1|0.2|0.2
0-19|~|~|~|Benign/Borderline|~|40670476|Female|Glioblastoma|2009|~|~|~
0-19|0.1|0.1|0.1|Malignant|39|40670476|Female|Glioblastoma|2009|0.1|0.1|0.1
0-19|~|~|~|Benign/Borderline|~|40634383|Female|Glioblastoma|2010|~|~|~
0-19|0.1|0.2|0.1|Malignant|51|40634383|Female|Glioblastoma|2010|0.1|0.2|0.1
0-19|~|~|~|Benign/Borderline|~|200037056|Female|Glioblastoma|2010-2014|~|~|~
0-19|0.1|0.2|0.2|Malignant|325|200037056|Female|Glioblastoma|2010-2014|0.1|0.2|0.2
0-19|~|~|~|Benign/Borderline|~|40110236|Female|Glioblastoma|2011|~|~|~
0-19|0.1|0.2|0.2|Malignant|71|40110236|Female|Glioblastoma|2011|0.1|0.2|0.2
0-19|~|~|~|Benign/Borderline|~|40311850|Female|Glioblastoma|2012|~|~|~
0-19|0.1|0.2|0.2|Malignant|74|40311850|Female|Glioblastoma|2012|0.1|0.2|0.2
0-19|~|~|~|Benign/Borderline|~|40222979|Female|Glioblastoma|2013|~|~|~
0-19|0.1|0.2|0.2|Malignant|69|40222979|Female|Glioblastoma|2013|0.1|0.2|0.2
0-19|~|~|~|Benign/Borderline|~|40176480|Female|Glioblastoma|2014|~|~|~
0-19|0.1|0.2|0.2|Malignant|65|40176480|Female|Glioblastoma|2014|0.1|0.2|0.2
0-19|~|~|~|Benign/Borderline|~|39865121|Female|Glioma malignant, NOS|2004|~|~|~
0-19|0.5|0.7|0.6|Malignant|232|39865121|Female|Glioma malignant, NOS|2004|0.5|0.7|0.6
0-19|~|~|~|Benign/Borderline|~|39998876|Female|Glioma malignant, NOS|2005|~|~|~
0-19|0.5|0.7|0.6|Malignant|232|39998876|Female|Glioma malignant, NOS|2005|0.5|0.7|0.6
0-19|~|~|~|Benign/Borderline|~|40165421|Female|Glioma malignant, NOS|2006|~|~|~
0-19|0.5|0.7|0.6|Malignant|246|40165421|Female|Glioma malignant, NOS|2006|0.5|0.7|0.6
0-19|~|~|~|Benign/Borderline|~|40382360|Female|Glioma malignant, NOS|2007|~|~|~
0-19|0.6|0.7|0.7|Malignant|261|40382360|Female|Glioma malignant, NOS|2007|0.6|0.7|0.6
0-19|~|~|~|Benign/Borderline|~|40576293|Female|Glioma malignant, NOS|2008|~|~|~
0-19|0.6|0.8|0.7|Malignant|274|40576293|Female|Glioma malignant, NOS|2008|0.6|0.8|0.7
0-19|~|~|~|Benign/Borderline|~|40670476|Female|Glioma malignant, NOS|2009|~|~|~
0-19|0.7|0.8|0.7|Malignant|296|40670476|Female|Glioma malignant, NOS|2009|0.6|0.8|0.7
0-19|~|~|~|Benign/Borderline|~|40634383|Female|Glioma malignant, NOS|2010|~|~|~
0-19|0.6|0.7|0.6|Malignant|254|40634383|Female|Glioma malignant, NOS|2010|0.6|0.7|0.6
0-19|0.0|0.0|0.0|Benign/Borderline|69|200037056|Female|Glioma malignant, NOS|2010-2014|0.0|0.0|0.0
0-19|0.6|0.7|0.7|Malignant|1299|200037056|Female|Glioma malignant, NOS|2010-2014|0.6|0.7|0.6
0-19|0.0|0.1|0.0|Benign/Borderline|.|40110236|Female|Glioma malignant, NOS|2011|0.0|0.1|0.0
0-19|0.7|0.9|0.8|Malignant|304|40110236|Female|Glioma malignant, NOS|2011|0.7|0.8|0.8
0-19|0.0|0.1|0.0|Benign/Borderline|.|40311850|Female|Glioma malignant, NOS|2012|0.0|0.1|0.0
0-19|0.5|0.6|0.5|Malignant|219|40311850|Female|Glioma malignant, NOS|2012|0.5|0.6|0.5
0-19|~|~|~|Benign/Borderline|~|40222979|Female|Glioma malignant, NOS|2013|~|~|~
0-19|0.6|0.8|0.7|Malignant|276|40222979|Female|Glioma malignant, NOS|2013|0.6|0.8|0.7
0-19|~|~|~|Benign/Borderline|~|40176480|Female|Glioma malignant, NOS|2014|~|~|~
0-19|0.6|0.7|0.6|Malignant|251|40176480|Female|Glioma malignant, NOS|2014|0.5|0.7|0.6
0-19|~|~|~|Benign/Borderline|~|39865121|Female|Hemangioblastoma|2004|~|~|~
0-19|~|~|~|Malignant|~|39865121|Female|Hemangioblastoma|2004|~|~|~
0-19|0.0|0.1|0.0|Benign/Borderline|.|39998876|Female|Hemangioblastoma|2005|0.0|0.1|0.0
0-19|~|~|~|Malignant|~|39998876|Female|Hemangioblastoma|2005|~|~|~
0-19|~|~|~|Benign/Borderline|~|40165421|Female|Hemangioblastoma|2006|~|~|~
0-19|~|~|~|Malignant|~|40165421|Female|Hemangioblastoma|2006|~|~|~
0-19|0.0|0.1|0.0|Benign/Borderline|18|40382360|Female|Hemangioblastoma|2007|0.0|0.1|0.0
0-19|~|~|~|Malignant|~|40382360|Female|Hemangioblastoma|2007|~|~|~
0-19|~|~|~|Benign/Borderline|~|40576293|Female|Hemangioblastoma|2008|~|~|~
0-19|~|~|~|Malignant|~|40576293|Female|Hemangioblastoma|2008|~|~|~
0-19|~|~|~|Benign/Borderline|~|40670476|Female|Hemangioblastoma|2009|~|~|~
0-19|~|~|~|Malignant|~|40670476|Female|Hemangioblastoma|2009|~|~|~
0-19|~|~|~|Benign/Borderline|~|40634383|Female|Hemangioblastoma|2010|~|~|~
0-19|~|~|~|Malignant|~|40634383|Female|Hemangioblastoma|2010|~|~|~
0-19|0.0|0.1|0.0|Benign/Borderline|83|200037056|Female|Hemangioblastoma|2010-2014|0.0|0.1|0.0
0-19|~|~|~|Malignant|~|200037056|Female|Hemangioblastoma|2010-2014|~|~|~
0-19|~|~|~|Benign/Borderline|~|40110236|Female|Hemangioblastoma|2011|~|~|~
0-19|~|~|~|Malignant|~|40110236|Female|Hemangioblastoma|2011|~|~|~
0-19|~|~|~|Benign/Borderline|~|40311850|Female|Hemangioblastoma|2012|~|~|~
0-19|~|~|~|Malignant|~|40311850|Female|Hemangioblastoma|2012|~|~|~
0-19|0.0|0.1|0.0|Benign/Borderline|18|40222979|Female|Hemangioblastoma|2013|0.0|0.1|0.0
0-19|~|~|~|Malignant|~|40222979|Female|Hemangioblastoma|2013|~|~|~
0-19|0.0|0.1|0.1|Benign/Borderline|28|40176480|Female|Hemangioblastoma|2014|0.0|0.1|0.1
0-19|~|~|~|Malignant|~|40176480|Female|Hemangioblastoma|2014|~|~|~
0-19|~|~|~|Benign/Borderline|~|39865121|Female|Hemangioma|2004|~|~|~
0-19|~|~|~|Malignant|~|39865121|Female|Hemangioma|2004|~|~|~
0-19|0.0|0.1|0.1|Benign/Borderline|23|39998876|Female|Hemangioma|2005|0.0|0.1|0.1
0-19|~|~|~|Malignant|~|39998876|Female|Hemangioma|2005|~|~|~
0-19|0.1|0.1|0.1|Benign/Borderline|34|40165421|Female|Hemangioma|2006|0.1|0.1|0.1
0-19|~|~|~|Malignant|~|40165421|Female|Hemangioma|2006|~|~|~
0-19|0.0|0.1|0.1|Benign/Borderline|25|40382360|Female|Hemangioma|2007|0.0|0.1|0.1
0-19|~|~|~|Malignant|~|40382360|Female|Hemangioma|2007|~|~|~
0-19|0.1|0.1|0.1|Benign/Borderline|38|40576293|Female|Hemangioma|2008|0.1|0.1|0.1
0-19|~|~|~|Malignant|~|40576293|Female|Hemangioma|2008|~|~|~
0-19|0.1|0.2|0.1|Benign/Borderline|51|40670476|Female|Hemangioma|2009|0.1|0.2|0.1
0-19|~|~|~|Malignant|~|40670476|Female|Hemangioma|2009|~|~|~
0-19|0.1|0.1|0.1|Benign/Borderline|40|40634383|Female|Hemangioma|2010|0.1|0.1|0.1
0-19|~|~|~|Malignant|~|40634383|Female|Hemangioma|2010|~|~|~
0-19|0.1|0.2|0.1|Benign/Borderline|276|200037056|Female|Hemangioma|2010-2014|0.1|0.2|0.1
0-19|~|~|~|Malignant|~|200037056|Female|Hemangioma|2010-2014|~|~|~
0-19|0.1|0.2|0.2|Benign/Borderline|63|40110236|Female|Hemangioma|2011|0.1|0.2|0.2
0-19|~|~|~|Malignant|~|40110236|Female|Hemangioma|2011|~|~|~
0-19|0.1|0.2|0.2|Benign/Borderline|64|40311850|Female|Hemangioma|2012|0.1|0.2|0.2
0-19|~|~|~|Malignant|~|40311850|Female|Hemangioma|2012|~|~|~
0-19|0.1|0.2|0.1|Benign/Borderline|56|40222979|Female|Hemangioma|2013|0.1|0.2|0.1
0-19|~|~|~|Malignant|~|40222979|Female|Hemangioma|2013|~|~|~
0-19|0.1|0.2|0.1|Benign/Borderline|53|40176480|Female|Hemangioma|2014|0.1|0.2|0.1
0-19|~|~|~|Malignant|~|40176480|Female|Hemangioma|2014|~|~|~
0-19|~|~|~|Benign/Borderline|~|39865121|Female|Local Extensions from Regional Tumors|2004|~|~|~
0-19|~|~|~|Malignant|~|39865121|Female|Local Extensions from Regional Tumors|2004|~|~|~
0-19|~|~|~|Benign/Borderline|~|39998876|Female|Local Extensions from Regional Tumors|2005|~|~|~
0-19|~|~|~|Malignant|~|39998876|Female|Local Extensions from Regional Tumors|2005|~|~|~
0-19|~|~|~|Benign/Borderline|~|40165421|Female|Local Extensions from Regional Tumors|2006|~|~|~
0-19|~|~|~|Malignant|~|40165421|Female|Local Extensions from Regional Tumors|2006|~|~|~
0-19|~|~|~|Benign/Borderline|~|40382360|Female|Local Extensions from Regional Tumors|2007|~|~|~
0-19|~|~|~|Malignant|~|40382360|Female|Local Extensions from Regional Tumors|2007|~|~|~
0-19|~|~|~|Benign/Borderline|~|40576293|Female|Local Extensions from Regional Tumors|2008|~|~|~
0-19|~|~|~|Malignant|~|40576293|Female|Local Extensions from Regional Tumors|2008|~|~|~
0-19|~|~|~|Benign/Borderline|~|40670476|Female|Local Extensions from Regional Tumors|2009|~|~|~
0-19|~|~|~|Malignant|~|40670476|Female|Local Extensions from Regional Tumors|2009|~|~|~
0-19|~|~|~|Benign/Borderline|~|40634383|Female|Local Extensions from Regional Tumors|2010|~|~|~
0-19|~|~|~|Malignant|~|40634383|Female|Local Extensions from Regional Tumors|2010|~|~|~
0-19|~|~|~|Benign/Borderline|~|200037056|Female|Local Extensions from Regional Tumors|2010-2014|~|~|~
0-19|~|~|~|Malignant|~|200037056|Female|Local Extensions from Regional Tumors|2010-2014|~|~|~
0-19|~|~|~|Benign/Borderline|~|40110236|Female|Local Extensions from Regional Tumors|2011|~|~|~
0-19|~|~|~|Malignant|~|40110236|Female|Local Extensions from Regional Tumors|2011|~|~|~
0-19|~|~|~|Benign/Borderline|~|40311850|Female|Local Extensions from Regional Tumors|2012|~|~|~
0-19|~|~|~|Malignant|~|40311850|Female|Local Extensions from Regional Tumors|2012|~|~|~
0-19|~|~|~|Benign/Borderline|~|40222979|Female|Local Extensions from Regional Tumors|2013|~|~|~
0-19|~|~|~|Malignant|~|40222979|Female|Local Extensions from Regional Tumors|2013|~|~|~
0-19|~|~|~|Benign/Borderline|~|40176480|Female|Local Extensions from Regional Tumors|2014|~|~|~
0-19|~|~|~|Malignant|~|40176480|Female|Local Extensions from Regional Tumors|2014|~|~|~
0-19|~|~|~|Benign/Borderline|~|39865121|Female|Lymphomas and Hematopoietic Neoplasms|2004|~|~|~
0-19|~|~|~|Malignant|~|39865121|Female|Lymphomas and Hematopoietic Neoplasms|2004|~|~|~
0-19|~|~|~|Benign/Borderline|~|39998876|Female|Lymphomas and Hematopoietic Neoplasms|2005|~|~|~
0-19|~|~|~|Malignant|~|39998876|Female|Lymphomas and Hematopoietic Neoplasms|2005|~|~|~
0-19|~|~|~|Benign/Borderline|~|40165421|Female|Lymphomas and Hematopoietic Neoplasms|2006|~|~|~
0-19|~|~|~|Malignant|~|40165421|Female|Lymphomas and Hematopoietic Neoplasms|2006|~|~|~
0-19|~|~|~|Benign/Borderline|~|40382360|Female|Lymphomas and Hematopoietic Neoplasms|2007|~|~|~
0-19|~|~|~|Malignant|~|40382360|Female|Lymphomas and Hematopoietic Neoplasms|2007|~|~|~
0-19|~|~|~|Benign/Borderline|~|40576293|Female|Lymphomas and Hematopoietic Neoplasms|2008|~|~|~
0-19|~|~|~|Malignant|~|40576293|Female|Lymphomas and Hematopoietic Neoplasms|2008|~|~|~
0-19|~|~|~|Benign/Borderline|~|40670476|Female|Lymphomas and Hematopoietic Neoplasms|2009|~|~|~
0-19|~|~|~|Malignant|~|40670476|Female|Lymphomas and Hematopoietic Neoplasms|2009|~|~|~
0-19|~|~|~|Benign/Borderline|~|40634383|Female|Lymphomas and Hematopoietic Neoplasms|2010|~|~|~
0-19|~|~|~|Malignant|~|40634383|Female|Lymphomas and Hematopoietic Neoplasms|2010|~|~|~
0-19|~|~|~|Benign/Borderline|~|200037056|Female|Lymphomas and Hematopoietic Neoplasms|2010-2014|~|~|~
0-19|0.0|0.0|0.0|Malignant|23|200037056|Female|Lymphomas and Hematopoietic Neoplasms|2010-2014|0.0|0.0|0.0
0-19|~|~|~|Benign/Borderline|~|40110236|Female|Lymphomas and Hematopoietic Neoplasms|2011|~|~|~
0-19|~|~|~|Malignant|~|40110236|Female|Lymphomas and Hematopoietic Neoplasms|2011|~|~|~
0-19|~|~|~|Benign/Borderline|~|40311850|Female|Lymphomas and Hematopoietic Neoplasms|2012|~|~|~
0-19|~|~|~|Malignant|~|40311850|Female|Lymphomas and Hematopoietic Neoplasms|2012|~|~|~
0-19|~|~|~|Benign/Borderline|~|40222979|Female|Lymphomas and Hematopoietic Neoplasms|2013|~|~|~
0-19|~|~|~|Malignant|~|40222979|Female|Lymphomas and Hematopoietic Neoplasms|2013|~|~|~
0-19|~|~|~|Benign/Borderline|~|40176480|Female|Lymphomas and Hematopoietic Neoplasms|2014|~|~|~
0-19|~|~|~|Malignant|~|40176480|Female|Lymphomas and Hematopoietic Neoplasms|2014|~|~|~
0-19|0.1|0.2|0.1|Benign/Borderline|47|39865121|Female|Meningioma|2004|0.1|0.2|0.1
0-19|~|~|~|Malignant|~|39865121|Female|Meningioma|2004|~|~|~
0-19|0.1|0.2|0.2|Benign/Borderline|74|39998876|Female|Meningioma|2005|0.1|0.2|0.2
0-19|~|~|~|Malignant|~|39998876|Female|Meningioma|2005|~|~|~
0-19|0.1|0.2|0.1|Benign/Borderline|48|40165421|Female|Meningioma|2006|0.1|0.2|0.1
0-19|~|~|~|Malignant|~|40165421|Female|Meningioma|2006|~|~|~
0-19|0.1|0.2|0.1|Benign/Borderline|54|40382360|Female|Meningioma|2007|0.1|0.2|0.1
0-19|~|~|~|Malignant|~|40382360|Female|Meningioma|2007|~|~|~
0-19|0.1|0.2|0.1|Benign/Borderline|61|40576293|Female|Meningioma|2008|0.1|0.2|0.2
0-19|~|~|~|Malignant|~|40576293|Female|Meningioma|2008|~|~|~
0-19|0.1|0.2|0.1|Benign/Borderline|58|40670476|Female|Meningioma|2009|0.1|0.2|0.1
0-19|~|~|~|Malignant|~|40670476|Female|Meningioma|2009|~|~|~
0-19|0.1|0.2|0.1|Benign/Borderline|59|40634383|Female|Meningioma|2010|0.1|0.2|0.1
0-19|~|~|~|Malignant|~|40634383|Female|Meningioma|2010|~|~|~
0-19|0.1|0.2|0.2|Benign/Borderline|317|200037056|Female|Meningioma|2010-2014|0.1|0.2|0.2
0-19|~|~|~|Malignant|~|200037056|Female|Meningioma|2010-2014|~|~|~
0-19|0.1|0.2|0.2|Benign/Borderline|66|40110236|Female|Meningioma|2011|0.1|0.2|0.2
0-19|~|~|~|Malignant|~|40110236|Female|Meningioma|2011|~|~|~
0-19|0.1|0.2|0.1|Benign/Borderline|60|40311850|Female|Meningioma|2012|0.1|0.2|0.1
0-19|~|~|~|Malignant|~|40311850|Female|Meningioma|2012|~|~|~
0-19|0.1|0.2|0.2|Benign/Borderline|70|40222979|Female|Meningioma|2013|0.1|0.2|0.2
0-19|~|~|~|Malignant|~|40222979|Female|Meningioma|2013|~|~|~
0-19|0.1|0.2|0.2|Benign/Borderline|65|40176480|Female|Meningioma|2014|0.1|0.2|0.2
0-19|~|~|~|Malignant|~|40176480|Female|Meningioma|2014|~|~|~
0-19|~|~|~|Benign/Borderline|~|39865121|Female|Mixed glioma|2004|~|~|~
0-19|0.0|0.1|0.1|Malignant|.|39865121|Female|Mixed glioma|2004|0.0|0.1|0.1
0-19|~|~|~|Benign/Borderline|~|39998876|Female|Mixed glioma|2005|~|~|~
0-19|0.0|0.1|0.0|Malignant|.|39998876|Female|Mixed glioma|2005|0.0|0.1|0.0
0-19|~|~|~|Benign/Borderline|~|40165421|Female|Mixed glioma|2006|~|~|~
0-19|~|~|~|Malignant|~|40165421|Female|Mixed glioma|2006|~|~|~
0-19|~|~|~|Benign/Borderline|~|40382360|Female|Mixed glioma|2007|~|~|~
0-19|0.0|0.1|0.0|Malignant|18|40382360|Female|Mixed glioma|2007|0.0|0.1|0.0
0-19|~|~|~|Benign/Borderline|~|40576293|Female|Mixed glioma|2008|~|~|~
0-19|0.0|0.1|0.0|Malignant|.|40576293|Female|Mixed glioma|2008|0.0|0.1|0.0
0-19|~|~|~|Benign/Borderline|~|40670476|Female|Mixed glioma|2009|~|~|~
0-19|0.0|0.1|0.0|Malignant|.|40670476|Female|Mixed glioma|2009|0.0|0.1|0.0
0-19|~|~|~|Benign/Borderline|~|40634383|Female|Mixed glioma|2010|~|~|~
0-19|0.0|0.1|0.0|Malignant|16|40634383|Female|Mixed glioma|2010|0.0|0.1|0.0
0-19|~|~|~|Benign/Borderline|~|200037056|Female|Mixed glioma|2010-2014|~|~|~
0-19|0.0|0.0|0.0|Malignant|62|200037056|Female|Mixed glioma|2010-2014|0.0|0.0|0.0
0-19|~|~|~|Benign/Borderline|~|40110236|Female|Mixed glioma|2011|~|~|~
0-19|~|~|~|Malignant|~|40110236|Female|Mixed glioma|2011|~|~|~
0-19|~|~|~|Benign/Borderline|~|40311850|Female|Mixed glioma|2012|~|~|~
0-19|~|~|~|Malignant|~|40311850|Female|Mixed glioma|2012|~|~|~
0-19|~|~|~|Benign/Borderline|~|40222979|Female|Mixed glioma|2013|~|~|~
0-19|~|~|~|Malignant|~|40222979|Female|Mixed glioma|2013|~|~|~
0-19|~|~|~|Benign/Borderline|~|40176480|Female|Mixed glioma|2014|~|~|~
0-19|~|~|~|Malignant|~|40176480|Female|Mixed glioma|2014|~|~|~
0-19|0.1|0.1|0.1|Benign/Borderline|32|39865121|Female|Neoplasm, unspecified|2004|0.1|0.1|0.1
0-19|0.0|0.1|0.1|Malignant|27|39865121|Female|Neoplasm, unspecified|2004|0.0|0.1|0.1
0-19|0.1|0.2|0.1|Benign/Borderline|54|39998876|Female|Neoplasm, unspecified|2005|0.1|0.2|0.1
0-19|0.0|0.1|0.0|Malignant|19|39998876|Female|Neoplasm, unspecified|2005|0.0|0.1|0.0
0-19|0.1|0.2|0.1|Benign/Borderline|51|40165421|Female|Neoplasm, unspecified|2006|0.1|0.2|0.1
0-19|0.0|0.1|0.1|Malignant|26|40165421|Female|Neoplasm, unspecified|2006|0.0|0.1|0.1
0-19|0.1|0.2|0.1|Benign/Borderline|52|40382360|Female|Neoplasm, unspecified|2007|0.1|0.2|0.1
0-19|0.0|0.1|0.0|Malignant|16|40382360|Female|Neoplasm, unspecified|2007|0.0|0.1|0.0
0-19|0.1|0.2|0.2|Benign/Borderline|76|40576293|Female|Neoplasm, unspecified|2008|0.1|0.2|0.2
0-19|~|~|~|Malignant|~|40576293|Female|Neoplasm, unspecified|2008|~|~|~
0-19|0.1|0.2|0.1|Benign/Borderline|61|40670476|Female|Neoplasm, unspecified|2009|0.1|0.2|0.1
0-19|0.0|0.1|0.0|Malignant|16|40670476|Female|Neoplasm, unspecified|2009|0.0|0.1|0.0
0-19|0.2|0.3|0.2|Benign/Borderline|87|40634383|Female|Neoplasm, unspecified|2010|0.2|0.3|0.2
0-19|~|~|~|Malignant|~|40634383|Female|Neoplasm, unspecified|2010|~|~|~
0-19|0.2|0.2|0.2|Benign/Borderline|357|200037056|Female|Neoplasm, unspecified|2010-2014|0.2|0.2|0.2
0-19|0.0|0.1|0.0|Malignant|97|200037056|Female|Neoplasm, unspecified|2010-2014|0.0|0.1|0.0
0-19|0.1|0.2|0.2|Benign/Borderline|68|40110236|Female|Neoplasm, unspecified|2011|0.1|0.2|0.2
0-19|0.0|0.1|0.1|Malignant|20|40110236|Female|Neoplasm, unspecified|2011|0.0|0.1|0.0
0-19|0.1|0.2|0.2|Benign/Borderline|67|40311850|Female|Neoplasm, unspecified|2012|0.1|0.2|0.2
0-19|0.0|0.1|0.1|Malignant|26|40311850|Female|Neoplasm, unspecified|2012|0.0|0.1|0.1
0-19|0.1|0.2|0.2|Benign/Borderline|68|40222979|Female|Neoplasm, unspecified|2013|0.1|0.2|0.2
0-19|0.0|0.1|0.1|Malignant|23|40222979|Female|Neoplasm, unspecified|2013|0.0|0.1|0.1
0-19|0.1|0.2|0.2|Benign/Borderline|69|40176480|Female|Neoplasm, unspecified|2014|0.1|0.2|0.2
0-19|0.0|0.1|0.1|Malignant|22|40176480|Female|Neoplasm, unspecified|2014|0.0|0.1|0.1
0-19|0.2|0.3|0.3|Benign/Borderline|113|39865121|Female|Nerve sheath, benign and malignant|2004|0.2|0.3|0.3
0-19|~|~|~|Malignant|~|39865121|Female|Nerve sheath, benign and malignant|2004|~|~|~
0-19|0.3|0.5|0.4|Benign/Borderline|157|39998876|Female|Nerve sheath, benign and malignant|2005|0.3|0.5|0.4
0-19|~|~|~|Malignant|~|39998876|Female|Nerve sheath, benign and malignant|2005|~|~|~
0-19|0.3|0.4|0.4|Benign/Borderline|151|40165421|Female|Nerve sheath, benign and malignant|2006|0.3|0.4|0.4
0-19|~|~|~|Malignant|~|40165421|Female|Nerve sheath, benign and malignant|2006|~|~|~
0-19|0.2|0.4|0.3|Benign/Borderline|122|40382360|Female|Nerve sheath, benign and malignant|2007|0.3|0.4|0.3
0-19|~|~|~|Malignant|~|40382360|Female|Nerve sheath, benign and malignant|2007|~|~|~
0-19|0.3|0.4|0.3|Benign/Borderline|136|40576293|Female|Nerve sheath, benign and malignant|2008|0.3|0.4|0.3
0-19|~|~|~|Malignant|~|40576293|Female|Nerve sheath, benign and malignant|2008|~|~|~
0-19|0.3|0.4|0.4|Benign/Borderline|148|40670476|Female|Nerve sheath, benign and malignant|2009|0.3|0.4|0.4
0-19|~|~|~|Malignant|~|40670476|Female|Nerve sheath, benign and malignant|2009|~|~|~
0-19|0.3|0.4|0.3|Benign/Borderline|125|40634383|Female|Nerve sheath, benign and malignant|2010|0.3|0.4|0.3
0-19|~|~|~|Malignant|~|40634383|Female|Nerve sheath, benign and malignant|2010|~|~|~
0-19|0.3|0.3|0.3|Benign/Borderline|582|200037056|Female|Nerve sheath, benign and malignant|2010-2014|0.3|0.3|0.3
0-19|~|~|~|Malignant|~|200037056|Female|Nerve sheath, benign and malignant|2010-2014|~|~|~
0-19|0.3|0.4|0.3|Benign/Borderline|123|40110236|Female|Nerve sheath, benign and malignant|2011|0.3|0.4|0.3
0-19|~|~|~|Malignant|~|40110236|Female|Nerve sheath, benign and malignant|2011|~|~|~
0-19|0.3|0.4|0.3|Benign/Borderline|125|40311850|Female|Nerve sheath, benign and malignant|2012|0.3|0.4|0.3
0-19|~|~|~|Malignant|~|40311850|Female|Nerve sheath, benign and malignant|2012|~|~|~
0-19|0.3|0.4|0.3|Benign/Borderline|127|40222979|Female|Nerve sheath, benign and malignant|2013|0.3|0.4|0.3
0-19|~|~|~|Malignant|~|40222979|Female|Nerve sheath, benign and malignant|2013|~|~|~
0-19|0.2|0.3|0.2|Benign/Borderline|83|40176480|Female|Nerve sheath, benign and malignant|2014|0.2|0.3|0.2
0-19|~|~|~|Malignant|~|40176480|Female|Nerve sheath, benign and malignant|2014|~|~|~
0-19|~|~|~|Benign/Borderline|~|39865121|Female|Neuroepithelial|2004|~|~|~
0-19|~|~|~|Malignant|~|39865121|Female|Neuroepithelial|2004|~|~|~
0-19|~|~|~|Benign/Borderline|~|39998876|Female|Neuroepithelial|2005|~|~|~
0-19|~|~|~|Malignant|~|39998876|Female|Neuroepithelial|2005|~|~|~
0-19|~|~|~|Benign/Borderline|~|40165421|Female|Neuroepithelial|2006|~|~|~
0-19|~|~|~|Malignant|~|40165421|Female|Neuroepithelial|2006|~|~|~
0-19|~|~|~|Benign/Borderline|~|40382360|Female|Neuroepithelial|2007|~|~|~
0-19|~|~|~|Malignant|~|40382360|Female|Neuroepithelial|2007|~|~|~
0-19|~|~|~|Benign/Borderline|~|40576293|Female|Neuroepithelial|2008|~|~|~
0-19|~|~|~|Malignant|~|40576293|Female|Neuroepithelial|2008|~|~|~
0-19|~|~|~|Benign/Borderline|~|40670476|Female|Neuroepithelial|2009|~|~|~
0-19|~|~|~|Malignant|~|40670476|Female|Neuroepithelial|2009|~|~|~
0-19|~|~|~|Benign/Borderline|~|40634383|Female|Neuroepithelial|2010|~|~|~
0-19|~|~|~|Malignant|~|40634383|Female|Neuroepithelial|2010|~|~|~
0-19|~|~|~|Benign/Borderline|~|200037056|Female|Neuroepithelial|2010-2014|~|~|~
0-19|0.0|0.0|0.0|Malignant|31|200037056|Female|Neuroepithelial|2010-2014|0.0|0.0|0.0
0-19|~|~|~|Benign/Borderline|~|40110236|Female|Neuroepithelial|2011|~|~|~
0-19|~|~|~|Malignant|~|40110236|Female|Neuroepithelial|2011|~|~|~
0-19|~|~|~|Benign/Borderline|~|40311850|Female|Neuroepithelial|2012|~|~|~
0-19|~|~|~|Malignant|~|40311850|Female|Neuroepithelial|2012|~|~|~
0-19|~|~|~|Benign/Borderline|~|40222979|Female|Neuroepithelial|2013|~|~|~
0-19|~|~|~|Malignant|~|40222979|Female|Neuroepithelial|2013|~|~|~
0-19|~|~|~|Benign/Borderline|~|40176480|Female|Neuroepithelial|2014|~|~|~
0-19|~|~|~|Malignant|~|40176480|Female|Neuroepithelial|2014|~|~|~
0-19|0.2|0.3|0.3|Benign/Borderline|115|39865121|Female|Neuronal/glial, neuronal|2004|0.2|0.3|0.3
0-19|0.0|0.1|0.1|Malignant|22|39865121|Female|Neuronal/glial, neuronal|2004|0.0|0.1|0.1
0-19|0.3|0.4|0.3|Benign/Borderline|136|39998876|Female|Neuronal/glial, neuronal|2005|0.3|0.4|0.3
0-19|0.0|0.1|0.1|Malignant|26|39998876|Female|Neuronal/glial, neuronal|2005|0.0|0.1|0.1
0-19|0.2|0.4|0.3|Benign/Borderline|121|40165421|Female|Neuronal/glial, neuronal|2006|0.2|0.4|0.3
0-19|0.0|0.1|0.1|Malignant|24|40165421|Female|Neuronal/glial, neuronal|2006|0.0|0.1|0.1
0-19|0.3|0.4|0.3|Benign/Borderline|137|40382360|Female|Neuronal/glial, neuronal|2007|0.3|0.4|0.3
